تقرير أسعار المنتجات - Products Price Report

تاريخ التقرير - Report Date: 2026-05-09 23:53:08

اسم المنتج,Product Name,سعر الشراء,Purchase Price,سعر البيع,Selling Price,الكمية,Stock Qty,إجمالي الشراء,Total Purchase,إجمالي البيع,Total Selling,الربح الإجمالي,Total Profit,نسبة الربح %,Profit Margin %
فاست شراب,فاست شراب,40.26,40.26,55.00,55.00,1,1,40.26,40.26,55.00,55.00,14.74,14.74,36.6,36.6
فاستاريل ام ار,فاستاريل ام ار,135.00,135.00,175.00,175.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.6,29.6
فاستافلام 50مجم اقراص,فاستافلام 50مجم اقراص,24.48,24.48,36.00,36.00,2,2,48.96,48.96,72.00,72.00,23.04,23.04,47.1,47.1
فاستر جيل,فاستر جيل,30.00,30.00,40.00,40.00,2,2,60.00,60.00,80.00,80.00,20.00,20.00,33.3,33.3
فاستكيور40مجم,فاستكيور40مجم,61.06,61.06,84.00,84.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.6,37.6
فاستل 120مجم,فاستل 120مجم,46.20,46.20,66.00,66.00,1,1,46.20,46.20,66.00,66.00,19.80,19.80,42.9,42.9
فاستل 180 مجم اقراص,فاستل 180 مجم اقراص,60.22,60.22,84.00,84.00,1,1,60.22,60.22,84.00,84.00,23.78,23.78,39.5,39.5
فاستم جيل صغير,فاستم جيل صغير,16.00,16.00,20.00,20.00,1,1,16.00,16.00,20.00,20.00,4.00,4.00,25.0,25.0
فاسكون -ان نقط فم,فاسكون -ان نقط فم,38.44,38.44,50.00,50.00,2,2,76.88,76.88,100.00,100.00,23.12,23.12,30.1,30.1
فاسكون اقراص,فاسكون اقراص,31.96,31.96,47.00,47.00,1,1,31.96,31.96,47.00,47.00,15.04,15.04,47.1,47.1
فاكتو اقماع شرجيه,فاكتو اقماع شرجيه,57.60,57.60,72.00,72.00,1,1,57.60,57.60,72.00,72.00,14.40,14.40,25.0,25.0
فاكتو مرهم,فاكتو مرهم,60.80,60.80,76.00,76.00,2,2,121.60,121.60,152.00,152.00,30.40,30.40,25.0,25.0
فالجيستريل  اقراص,فالجيستريل  اقراص,24.71,24.71,34.00,34.00,2,2,49.42,49.42,68.00,68.00,18.58,18.58,37.6,37.6
فامليا تويلت,فامليا تويلت,9.00,9.00,15.00,15.00,9,9,81.00,81.00,135.00,135.00,54.00,54.00,66.7,66.7
فاموتاك 20مجم اقراص,فاموتاك 20مجم اقراص,19.50,19.50,28.00,28.00,1,1,19.50,19.50,28.00,28.00,8.50,8.50,43.6,43.6
فاموتين 20مجم,فاموتين 20مجم,29.07,29.07,40.00,40.00,1,1,29.07,29.07,40.00,40.00,10.93,10.93,37.6,37.6
فاموتين 40مجم,فاموتين 40مجم,43.61,43.61,60.00,60.00,1,1,43.61,43.61,60.00,60.00,16.39,16.39,37.6,37.6
فانفيلدا بلس 50/1000مجم اقراص,فانفيلدا بلس 50/1000مجم اقراص,95.22,95.22,138.00,138.00,1,1,95.22,95.22,138.00,138.00,42.78,42.78,44.9,44.9
فانفيلدا بلس 50/850 مجم اقراص,فانفيلدا بلس 50/850 مجم اقراص,104.00,104.00,132.00,132.00,1,1,104.00,104.00,132.00,132.00,28.00,28.00,26.9,26.9
فايركتا 100مجم,فايركتا 100مجم,43.56,43.56,132.00,132.00,1,1,43.56,43.56,132.00,132.00,88.44,88.44,203.0,203.0
فايسيد زيت شعر 60مل,فايسيد زيت شعر 60مل,18.00,18.00,30.00,30.00,1,1,18.00,18.00,30.00,30.00,12.00,12.00,66.7,66.7
فاين لايف كبار كبير,فاين لايف كبار كبير,448.00,448.00,550.00,550.00,1,1,448.00,448.00,550.00,550.00,102.00,102.00,22.8,22.8
فاينال تو سبراي,فاينال تو سبراي,66.04,66.04,95.00,95.00,1,1,66.04,66.04,95.00,95.00,28.96,28.96,43.9,43.9
فاينسيه بخاخ ابيض,فاينسيه بخاخ ابيض,43.00,43.00,57.00,57.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,32.6,32.6
فاينسيه بخاخ زيتون,فاينسيه بخاخ زيتون,43.00,43.00,57.00,57.00,1,1,43.00,43.00,57.00,57.00,14.00,14.00,32.6,32.6
فاينيسيه بخاخ صبار,فاينيسيه بخاخ صبار,43.00,43.00,57.00,57.00,2,2,86.00,86.00,114.00,114.00,28.00,28.00,32.6,32.6
فبيوريك 80مجم,فبيوريك 80مجم,101.41,101.41,139.50,139.50,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.6,37.6
فرافيرو 18 مجم عادي اقراص,فرافيرو 18 مجم عادي اقراص,135.00,135.00,180.00,180.00,1,1,135.00,135.00,180.00,180.00,45.00,45.00,33.3,33.3
فرافيرو 27عادي برطمان,فرافيرو 27عادي برطمان,96.00,96.00,160.00,160.00,1,1,96.00,96.00,160.00,160.00,64.00,64.00,66.7,66.7
فراكتيليا مساج جل,فراكتيليا مساج جل,50.88,50.88,70.00,70.00,1,1,50.88,50.88,70.00,70.00,19.12,19.12,37.6,37.6
فرش اسنان اطفال ايفا,فرش اسنان اطفال ايفا,20.60,20.60,30.00,30.00,7,7,144.20,144.20,210.00,210.00,65.80,65.80,45.6,45.6
فرش اسنان اورال كبار,فرش اسنان اورال كبار,8.75,8.75,15.00,15.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,71.4,71.4
فرش اسنان جنجا اطفال,فرش اسنان جنجا اطفال,6.50,6.50,10.00,10.00,1,1,6.50,6.50,10.00,10.00,3.50,3.50,53.8,53.8
فرش اسنان سوفت,فرش اسنان سوفت,21.55,21.55,32.00,32.00,1,1,21.55,21.55,32.00,32.00,10.45,10.45,48.5,48.5
فرشاه+مشط الجو اطفال,فرشاه+مشط الجو اطفال,16.00,16.00,25.00,25.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,56.2,56.2
فرشة اسنان اورال لايت,فرشة اسنان اورال لايت,10.00,10.00,15.00,15.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50.0,50.0
فروساك حقن,فروساك حقن,363.60,363.60,470.00,470.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.3,29.3
فريده شاور 1200 م جوز الهند,فريده شاور 1200 م جوز الهند,123.25,123.25,150.00,150.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,21.7,21.7
فريده شاور جوز الهند والارجان 650 م,فريده شاور جوز الهند والارجان 650 م,71.00,71.00,90.00,90.00,1,1,71.00,71.00,90.00,90.00,19.00,19.00,26.8,26.8
فريده معطر بالتوت البرى 480م,فريده معطر بالتوت البرى 480م,36.85,36.85,45.00,45.00,1,1,36.85,36.85,45.00,45.00,8.15,8.15,22.1,22.1
فريده معطر بالعود480م,فريده معطر بالعود480م,36.85,36.85,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,22.1,22.1
فريده معطر رائحه النظافه480م,فريده معطر رائحه النظافه480م,36.85,36.85,45.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,22.1,22.1
فريزيدرم كريم,فريزيدرم كريم,65.42,65.42,90.00,90.00,1,1,65.42,65.42,90.00,90.00,24.58,24.58,37.6,37.6
فريش معطر فم,فريش معطر فم,28.10,28.10,35.00,35.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,24.6,24.6
فلاتيديل 40مجم اقراص,فلاتيديل 40مجم اقراص,43.14,43.14,54.00,54.00,3,3,129.42,129.42,162.00,162.00,32.58,32.58,25.2,25.2
فلاجيل 500مجم اقراص,فلاجيل 500مجم اقراص,24.14,24.14,34.00,34.00,2,2,48.28,48.28,68.00,68.00,19.72,19.72,40.8,40.8
فلاجيل شراب,فلاجيل شراب,19.24,19.24,26.00,26.00,10,10,192.40,192.40,260.00,260.00,67.60,67.60,35.1,35.1
فلافيسف شراب,فلافيسف شراب,63.98,63.98,83.00,83.00,1,1,63.98,63.98,83.00,83.00,19.02,19.02,29.7,29.7
فلافيسف شراب 100مجم,فلافيسف شراب 100مجم,31.73,31.73,43.00,43.00,1,1,31.73,31.73,43.00,43.00,11.27,11.27,35.5,35.5
فلاكسوبرايد 5مجم اقراص,فلاكسوبرايد 5مجم اقراص,54.57,54.57,75.00,75.00,2,2,109.14,109.14,150.00,150.00,40.86,40.86,37.4,37.4
فلاكورت 30مجم اقراص,فلاكورت 30مجم اقراص,120.70,120.70,164.00,164.00,1,1,120.70,120.70,164.00,164.00,43.30,43.30,35.9,35.9
فلاكورت6مجم اقراص,فلاكورت6مجم اقراص,42.20,42.20,54.00,54.00,1,1,42.20,42.20,54.00,54.00,11.80,11.80,28.0,28.0
فلدين 20 مجم اقراص,فلدين 20 مجم اقراص,30.79,30.79,41.50,41.50,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.8,34.8
فلدين اقراص 20مجم,فلدين اقراص 20مجم,30.79,30.79,41.50,41.50,1,1,30.79,30.79,41.50,41.50,10.71,10.71,34.8,34.8
فلدين حقن,فلدين حقن,46.74,46.74,63.00,63.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.8,34.8
فلوبادكس 8مجم,فلوبادكس 8مجم,128.67,128.67,177.00,177.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.6,37.6
فلوتاك 75مجم,فلوتاك 75مجم,65.42,65.42,90.00,90.00,2,2,130.84,130.84,180.00,180.00,49.16,49.16,37.6,37.6
فلور معجون ب الكولا,فلور معجون ب الكولا,21.10,21.10,30.00,30.00,2,2,42.20,42.20,60.00,60.00,17.80,17.80,42.2,42.2
فلور معجون بالفراولة,فلور معجون بالفراولة,21.10,21.10,30.00,30.00,1,1,21.10,21.10,30.00,30.00,8.90,8.90,42.2,42.2
فلور معجون بالفواكه,فلور معجون بالفواكه,21.10,21.10,30.00,30.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,42.2,42.2
فلورست -ان اقراص,فلورست -ان اقراص,19.35,19.35,32.00,32.00,1,1,19.35,19.35,32.00,32.00,12.65,12.65,65.4,65.4
فلورودام اسبراي للفم,فلورودام اسبراي للفم,43.89,43.89,55.00,55.00,1,1,43.89,43.89,55.00,55.00,11.11,11.11,25.3,25.3
فلوكا قطره للعين,فلوكا قطره للعين,48.18,48.18,66.00,66.00,1,1,48.18,48.18,66.00,66.00,17.82,17.82,37.0,37.0
فلوكاموكس 1جم امبول,فلوكاموكس 1جم امبول,25.50,25.50,35.00,35.00,2,2,51.00,51.00,70.00,70.00,19.00,19.00,37.3,37.3
فلوكورال 150 مجم كبسول,فلوكورال 150 مجم كبسول,22.23,22.23,30.00,30.00,1,1,22.23,22.23,30.00,30.00,7.77,7.77,35.0,35.0
فلوكورال 150مجم اقراص,فلوكورال 150مجم اقراص,44.46,44.46,60.00,60.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,35.0,35.0
فلوموكس 1000 مجم اقراص,فلوموكس 1000 مجم اقراص,70.74,70.74,92.00,92.00,1,1,70.74,70.74,92.00,92.00,21.26,21.26,30.1,30.1
فلوموكس 1000مجم حقن,فلوموكس 1000مجم حقن,19.24,19.24,26.00,26.00,3,3,57.72,57.72,78.00,78.00,20.28,20.28,35.1,35.1
فلوموكس 500مجم,فلوموكس 500مجم,48.99,48.99,71.00,71.00,1,1,48.99,48.99,71.00,71.00,22.01,22.01,44.9,44.9
فليبوتون امبول,فليبوتون امبول,36.72,36.72,51.00,51.00,3,3,110.16,110.16,153.00,153.00,42.84,42.84,38.9,38.9
فليكتور 25جرام جيل,فليكتور 25جرام جيل,23.26,23.26,32.00,32.00,1,1,23.26,23.26,32.00,32.00,8.74,8.74,37.6,37.6
فليكتور 50مجم كبسول,فليكتور 50مجم كبسول,63.24,63.24,87.00,87.00,2,2,126.48,126.48,174.00,174.00,47.52,47.52,37.6,37.6
فليكس بخاخ,فليكس بخاخ,57.00,57.00,76.00,76.00,2,2,114.00,114.00,152.00,152.00,38.00,38.00,33.3,33.3
فليكسونيز بخاخ,فليكسونيز بخاخ,96.55,96.55,133.00,133.00,1,1,96.55,96.55,133.00,133.00,36.45,36.45,37.8,37.8
فليكسيلاكس 50/500 مجم اقراص,فليكسيلاكس 50/500 مجم اقراص,63.00,63.00,84.00,84.00,2,2,126.00,126.00,168.00,168.00,42.00,42.00,33.3,33.3
فنتوكف شراب بدون السكر,فنتوكف شراب بدون السكر,19.00,19.00,25.00,25.00,2,2,38.00,38.00,50.00,50.00,12.00,12.00,31.6,31.6
فنجيكان 150مجم اقراص,فنجيكان 150مجم اقراص,33.64,33.64,47.00,47.00,3,3,100.92,100.92,141.00,141.00,40.08,40.08,39.7,39.7
فنيستيل نقط بالفم,فنيستيل نقط بالفم,21.76,21.76,34.00,34.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,56.2,56.2
فوار فروت,فوار فروت,17.44,17.44,24.00,24.00,6,6,104.64,104.64,144.00,144.00,39.36,39.36,37.6,37.6
فوج اسبراي 120 مل,فوج اسبراي 120 مل,89.47,89.47,120.00,120.00,1,1,89.47,89.47,120.00,120.00,30.53,30.53,34.1,34.1
فوج بخاخ  ماركو,فوج بخاخ  ماركو,93.00,93.00,120.00,120.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.0,29.0
فوج بخاخ ابيض  فى احمر,فوج بخاخ ابيض  فى احمر,93.00,93.00,120.00,120.00,1,1,93.00,93.00,120.00,120.00,27.00,27.00,29.0,29.0
فوج بخاخ مطلق,فوج بخاخ مطلق,93.00,93.00,120.00,120.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.0,29.0
فوج بخاخ مونارك,فوج بخاخ مونارك,93.00,93.00,120.00,120.00,2,2,186.00,186.00,240.00,240.00,54.00,54.00,29.0,29.0
فوج بخاخ نابليون احمر,فوج بخاخ نابليون احمر,93.00,93.00,120.00,120.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.0,29.0
فوج بليه,فوج بليه,45.00,45.00,60.00,60.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
فور مامي اقراص,فور مامي اقراص,123.00,123.00,175.00,175.00,1,1,123.00,123.00,175.00,175.00,52.00,52.00,42.3,42.3
فوراديل 12ميكروجرام بخاخ,فوراديل 12ميكروجرام بخاخ,425.40,425.40,560.00,560.00,1,1,425.40,425.40,560.00,560.00,134.60,134.60,31.6,31.6
فوربيودس كبسول,فوربيودس كبسول,247.80,247.80,334.00,334.00,3,3,743.40,743.40,1002.00,1002.00,258.60,258.60,34.8,34.8
فورتامايند 500مجم امبول,فورتامايند 500مجم امبول,107.50,107.50,145.00,145.00,2,2,215.00,215.00,290.00,290.00,75.00,75.00,34.9,34.9
فورتيفيروم فوار,فورتيفيروم فوار,199.30,199.30,255.00,255.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,27.9,27.9
فورتيموكس بلس قطره,فورتيموكس بلس قطره,27.30,27.30,39.00,39.00,1,1,27.30,27.30,39.00,39.00,11.70,11.70,42.9,42.9
فولبرازال40مجم,فولبرازال40مجم,134.40,134.40,168.00,168.00,1,1,134.40,134.40,168.00,168.00,33.60,33.60,25.0,25.0
فولتارين 100جم جل,فولتارين 100جم جل,72.30,72.30,101.00,101.00,2,2,144.60,144.60,202.00,202.00,57.40,57.40,39.7,39.7
فولتارين 100مجم اقماع شرجيه,فولتارين 100مجم اقماع شرجيه,43.20,43.20,54.00,54.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.0,25.0
فولتارين 25 مجم لبوس,فولتارين 25 مجم لبوس,11.40,11.40,15.00,15.00,1,1,11.40,11.40,15.00,15.00,3.60,3.60,31.6,31.6
فولتارين 50مجم اقراص,فولتارين 50مجم اقراص,35.20,35.20,48.00,48.00,1,1,35.20,35.20,48.00,48.00,12.80,12.80,36.4,36.4
فولتارين 75 مجم امبول,فولتارين 75 مجم امبول,73.43,73.43,102.00,102.00,1,1,73.43,73.43,102.00,102.00,28.57,28.57,38.9,38.9
فولتارين اس ار 100مجم اقراص,فولتارين اس ار 100مجم اقراص,95.43,95.43,132.00,132.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,38.3,38.3
فولتارين امبول,فولتارين امبول,40.30,40.30,51.00,51.00,2,2,80.60,80.60,102.00,102.00,21.40,21.40,26.6,26.6
فولتارين جيل 25جم,فولتارين جيل 25جم,28.35,28.35,39.00,39.00,3,3,85.05,85.05,117.00,117.00,31.95,31.95,37.6,37.6
فولتارين جيل 50جم,فولتارين جيل 50جم,49.43,49.43,68.00,68.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.6,37.6
فولجا كريم,فولجا كريم,49.33,49.33,85.00,85.00,1,1,49.33,49.33,85.00,85.00,35.67,35.67,72.3,72.3
فوليك اسيد 500مجم,فوليك اسيد 500مجم,28.99,28.99,40.00,40.00,4,4,115.96,115.96,160.00,160.00,44.04,44.04,38.0,38.0
فوليكاب 2.5مجم اقراص,فوليكاب 2.5مجم اقراص,16.61,16.61,22.00,22.00,2,2,33.22,33.22,44.00,44.00,10.78,10.78,32.5,32.5
فوم للحلاقه اكتيف  200 مل,فوم للحلاقه اكتيف  200 مل,43.90,43.90,55.00,55.00,2,2,87.80,87.80,110.00,110.00,22.20,22.20,25.3,25.3
فوميبرك 10مجم اقراص,فوميبرك 10مجم اقراص,48.57,48.57,66.00,66.00,2,2,97.14,97.14,132.00,132.00,34.86,34.86,35.9,35.9
فوناسيبر 20 مجم اقراص,فوناسيبر 20 مجم اقراص,74.88,74.88,104.00,104.00,1,1,74.88,74.88,104.00,104.00,29.12,29.12,38.9,38.9
فوناسيبر 20 مجم اقراص,فوناسيبر 20 مجم اقراص,152.20,152.20,208.00,208.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.7,36.7
فونافوت 20مجم اقراص,فونافوت 20مجم اقراص,102.50,102.50,138.00,138.00,1,1,102.50,102.50,138.00,138.00,35.50,35.50,34.6,34.6
فونوبرافين 20مجم اقراص,فونوبرافين 20مجم اقراص,198.70,198.70,276.00,276.00,1,1,198.70,198.70,276.00,276.00,77.30,77.30,38.9,38.9
في جون 100مجم اقراص,في جون 100مجم اقراص,34.08,34.08,46.00,46.00,1,1,34.08,34.08,46.00,46.00,11.92,11.92,35.0,35.0
فياترازو لبوس مهبلى,فياترازو لبوس مهبلى,39.18,39.18,53.00,53.00,1,1,39.18,39.18,53.00,53.00,13.82,13.82,35.3,35.3
فياجرا 100 مجم اقراص,فياجرا 100 مجم اقراص,114.00,114.00,144.00,144.00,1,1,114.00,114.00,144.00,144.00,30.00,30.00,26.3,26.3
فيانسيه جل كريم احمر 225 م,فيانسيه جل كريم احمر 225 م,36.30,36.30,47.00,47.00,1,1,36.30,36.30,47.00,47.00,10.70,10.70,29.5,29.5
فيانسيه جل كريم ضد القشره 225 م,فيانسيه جل كريم ضد القشره 225 م,36.30,36.30,47.00,47.00,1,1,36.30,36.30,47.00,47.00,10.70,10.70,29.5,29.5
فيانسيه جيل كريم احمر,فيانسيه جيل كريم احمر,36.00,36.00,45.00,45.00,1,1,36.00,36.00,45.00,45.00,9.00,9.00,25.0,25.0
فيانسيه جيل كريم اخضر,فيانسيه جيل كريم اخضر,27.90,27.90,35.00,35.00,1,1,27.90,27.90,35.00,35.00,7.10,7.10,25.4,25.4
فيانسيه زيت 180 مللي,فيانسيه زيت 180 مللي,28.50,28.50,40.00,40.00,1,1,28.50,28.50,40.00,40.00,11.50,11.50,40.4,40.4
فيبراميسين 100مجم اقراص,فيبراميسين 100مجم اقراص,49.40,49.40,65.00,65.00,1,1,49.40,49.40,65.00,65.00,15.60,15.60,31.6,31.6
فيبكس اكياس احمر,فيبكس اكياس احمر,7.20,7.20,10.00,10.00,2,2,14.40,14.40,20.00,20.00,5.60,5.60,38.9,38.9
فيبكس اكياس اخضر,فيبكس اكياس اخضر,7.20,7.20,10.00,10.00,2,2,14.40,14.40,20.00,20.00,5.60,5.60,38.9,38.9
فيبكس امبوبه ازرق 15 مجم,فيبكس امبوبه ازرق 15 مجم,33.17,33.17,42.50,42.50,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.1,28.1
فيبكس امبوبه بينك 15 مجم,فيبكس امبوبه بينك 15 مجم,32.55,32.55,45.00,45.00,1,1,32.55,32.55,45.00,45.00,12.45,12.45,38.2,38.2
فيبكس بلية موف,فيبكس بلية موف,42.00,42.00,55.00,55.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.0,31.0
فيبكس بليه,فيبكس بليه,35.00,35.00,45.00,45.00,1,1,35.00,35.00,45.00,45.00,10.00,10.00,28.6,28.6
فيبكس بليه مزيل عرق,فيبكس بليه مزيل عرق,36.00,36.00,49.50,49.50,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.5,37.5
فيبكس بليه مزيل عرق اخضر,فيبكس بليه مزيل عرق اخضر,36.00,36.00,49.50,49.50,2,2,72.00,72.00,99.00,99.00,27.00,27.00,37.5,37.5
فيبكس بليه مزيل عرق بينك,فيبكس بليه مزيل عرق بينك,36.00,36.00,49.50,49.50,1,1,36.00,36.00,49.50,49.50,13.50,13.50,37.5,37.5
فيبكس صغير 10جم ازرق,فيبكس صغير 10جم ازرق,25.99,25.99,35.00,35.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.7,34.7
فيبكس كريم اخضر 15 مجم,فيبكس كريم اخضر 15 مجم,32.55,32.55,45.00,45.00,1,1,32.55,32.55,45.00,45.00,12.45,12.45,38.2,38.2
فيبكس كريم رجالى 25,فيبكس كريم رجالى 25,47.50,47.50,65.00,65.00,1,1,47.50,47.50,65.00,65.00,17.50,17.50,36.8,36.8
فيبكس كريم مزيل عرق,فيبكس كريم مزيل عرق,45.00,45.00,50.00,50.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,11.1,11.1
فيبكس كريم مزيل عرق,فيبكس كريم مزيل عرق,47.00,47.00,65.00,65.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,38.3,38.3
فيبكس كريم مزيل عرق صغير,فيبكس كريم مزيل عرق صغير,32.00,32.00,40.00,40.00,2,2,64.00,64.00,80.00,80.00,16.00,16.00,25.0,25.0
فيتا سترس اقراص,فيتا سترس اقراص,46.88,46.88,64.00,64.00,1,1,46.88,46.88,64.00,64.00,17.12,17.12,36.5,36.5
فيتاترون كبسول,فيتاترون كبسول,155.60,155.60,195.00,195.00,1,1,155.60,155.60,195.00,195.00,39.40,39.40,25.3,25.3
فيتاسيدج اقراص,فيتاسيدج اقراص,38.88,38.88,54.00,54.00,2,2,77.76,77.76,108.00,108.00,30.24,30.24,38.9,38.9
فيتال هير شامبوو,فيتال هير شامبوو,116.50,116.50,150.00,150.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.8,28.8
فيتاماونت للرجال كبسول,فيتاماونت للرجال كبسول,69.20,69.20,90.00,90.00,1,1,69.20,69.20,90.00,90.00,20.80,20.80,30.1,30.1
فيتاماونت للسيدات كبسول,فيتاماونت للسيدات كبسول,115.00,115.00,120.00,120.00,2,2,230.00,230.00,240.00,240.00,10.00,10.00,4.3,4.3
فيتنال مركب بخاخ,فيتنال مركب بخاخ,61.60,61.60,80.00,80.00,1,1,61.60,61.60,80.00,80.00,18.40,18.40,29.9,29.9
فيدروب نقط,فيدروب نقط,19.24,19.24,26.00,26.00,12,12,230.88,230.88,312.00,312.00,81.12,81.12,35.1,35.1
فير اندلفلي صغير,فير اندلفلي صغير,14.75,14.75,22.00,22.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,49.2,49.2
فيرسيرك 16 مجم اقراص,فيرسيرك 16 مجم اقراص,64.38,64.38,87.00,87.00,1,1,64.38,64.38,87.00,87.00,22.62,22.62,35.1,35.1
